enog	sc_count	mc_count	%sc	%present	av.count_if_present
ENOG4105CTB	1275	89	0.763473053892	0.816766467066	1.07697947214
ENOG4105CTR	1273	1	0.762275449102	0.762874251497	1.00078492936
ENOG4108Z11	1272	6	0.761676646707	0.765269461078	1.00704225352
ENOG4105C3H	1271	374	0.761077844311	0.98502994012	1.34468085106
ENOG4105CDP	1271	230	0.761077844311	0.89880239521	1.18054630247
ENOG4108UH8	1269	2	0.759880239521	0.761077844311	1.00157356412
ENOG4105HHA	1265	37	0.75748502994	0.779640718563	1.03072196621
ENOG4107RE5	1265	6	0.75748502994	0.761077844311	1.00472069237
ENOG4105E2N	1263	97	0.75628742515	0.814371257485	1.07279411765
ENOG4105C40	1262	15	0.755688622754	0.764670658683	1.01174628034
ENOG4105C6B	1259	6	0.753892215569	0.75748502994	1.00553359684
ENOG4108UIQ	1259	4	0.753892215569	0.75628742515	1.00316706255
ENOG4105CDF	1259	342	0.753892215569	0.958682634731	1.24297314179
ENOG4105CA9	1259	275	0.753892215569	0.918562874251	1.21251629726
ENOG4105CGT	1257	64	0.752694610778	0.791017964072	1.0522331567
ENOG4105KHV	1256	24	0.752095808383	0.766467065868	1.02109375
ENOG4105DK0	1255	43	0.751497005988	0.777245508982	1.03543913713
ENOG4105C0P	1254	48	0.750898203593	0.779640718563	1.04608294931
ENOG4105K8F	1253	25	0.750299401198	0.765269461078	1.02112676056
ENOG4108ZMD	1253	48	0.750299401198	0.779041916168	1.04304381245
ENOG4105C0S	1247	39	0.746706586826	0.77005988024	1.03110419907
ENOG4105CFH	1236	293	0.740119760479	0.915568862275	1.2223675605
ENOG4108UXA	1235	2	0.739520958084	0.740718562874	1.00161681487
ENOG4105KEM	1233	3	0.738323353293	0.740119760479	1.00242718447
ENOG4105E4Z	1231	58	0.737125748503	0.771856287425	1.04887509697
ENOG4105D6W	1229	28	0.735928143713	0.752694610778	1.02386634845
ENOG4108YYA	1229	10	0.735928143713	0.741916167665	1.00807102502
ENOG4105CEN	1226	12	0.734131736527	0.741317365269	1.00969305331
ENOG4105EAH	1217	119	0.72874251497	0.8	1.09730538922
ENOG4108UJE	1216	71	0.728143712575	0.770658682635	1.06216006216
ENOG4108Z02	1215	184	0.72754491018	0.837724550898	1.13867047891
ENOG4105CJV	1215	10	0.72754491018	0.733532934132	1.00816326531
ENOG4105VNB	1214	41	0.726946107784	0.751497005988	1.03266932271
ENOG4105D52	1208	39	0.723353293413	0.746706586826	1.033680834
ENOG4105C90	1207	6	0.722754491018	0.726347305389	1.00494641385
ENOG4105C4P	1204	32	0.720958083832	0.740119760479	1.02669902913
ENOG4105C66	1202	177	0.719760479042	0.825748502994	1.14865844815
ENOG4105D4J	1197	11	0.716766467066	0.723353293413	1.00910596026
ENOG4105CG0	1189	155	0.711976047904	0.804790419162	1.11607142857
ENOG4105K90	1171	28	0.70119760479	0.717964071856	1.02585487907
ENOG4105CIT	1169	8	0.7	0.704790419162	1.00679694138
ENOG4105K7Z	1168	23	0.699401197605	0.713173652695	1.02602854744
ENOG4105CEK	1166	120	0.698203592814	0.77005988024	1.12519440124
ENOG4108YXN	1164	80	0.697005988024	0.744910179641	1.0691318328
ENOG4105DBV	1162	176	0.695808383234	0.80119760479	1.14872944694
ENOG4108Z1W	1160	8	0.694610778443	0.699401197605	1.00684931507
ENOG4105CM3	1159	71	0.694011976048	0.736526946108	1.0593495935
ENOG4105CAK	1159	20	0.694011976048	0.705988023952	1.01781170483
ENOG4105C3K	1155	32	0.691616766467	0.710778443114	1.02695871946
ENOG4105CQI	1147	175	0.686826347305	0.791616766467	1.17170953101
ENOG4105ERD	1146	11	0.68622754491	0.692814371257	1.00950734659
ENOG4105D18	1139	16	0.682035928144	0.691616766467	1.01558441558
ENOG4105CA1	1139	494	0.682035928144	0.977844311377	1.37415799143
ENOG4105CDB	1138	40	0.681437125749	0.705389221557	1.03820033956
ENOG4105C8A	1133	4	0.678443113772	0.680838323353	1.0035180299
ENOG4105C0B	1133	503	0.678443113772	0.979640718563	1.35941320293
ENOG4105CCG	1131	55	0.677245508982	0.710179640719	1.05480607083
ENOG4107QTG	1129	23	0.676047904192	0.689820359281	1.01996527778
ENOG4105C21	1127	7	0.674850299401	0.679041916168	1.00705467372
ENOG4105CU5	1119	72	0.67005988024	0.713173652695	1.06129303107
ENOG4105W5Q	1118	82	0.669461077844	0.718562874251	1.08583333333
ENOG4105K8I	1116	2	0.668263473054	0.669461077844	1.00178890877
ENOG4105C8U	1115	138	0.667664670659	0.750299401198	1.12370311253
ENOG4105CCZ	1113	291	0.666467065868	0.840718562874	1.29843304843
ENOG4108Z03	1113	7	0.666467065868	0.670658682635	1.00625
ENOG4108YYV	1113	32	0.666467065868	0.685628742515	1.0288209607
ENOG4105DCX	1111	66	0.665269461078	0.704790419162	1.06796941376
ENOG4105KGE	1109	0	0.664071856287	0.664071856287	1.0
ENOG4107QJE	1108	194	0.663473053892	0.779640718563	1.21658986175
ENOG4108ZK7	1107	5	0.662874251497	0.665868263473	1.00449640288
ENOG4105DFU	1103	499	0.660479041916	0.959281437126	1.31398252185
ENOG4105F59	1098	20	0.65748502994	0.669461077844	1.01878354204
ENOG4105CM2	1097	68	0.656886227545	0.697604790419	1.06266094421
ENOG4105CV1	1097	251	0.656886227545	0.807185628743	1.2321958457
ENOG4105CNU	1097	130	0.656886227545	0.734730538922	1.11165444173
ENOG4105K7D	1092	0	0.653892215569	0.653892215569	1.0
ENOG4105C4R	1092	539	0.653892215569	0.976646706587	1.37461679951
ENOG4105KM4	1087	74	0.650898203593	0.695209580838	1.06804478898
ENOG4108Z38	1087	99	0.650898203593	0.710179640719	1.09696458685
ENOG4108ZP8	1085	52	0.649700598802	0.680838323353	1.04573438874
ENOG4105CI8	1084	1	0.649101796407	0.649700598802	1.00184331797
ENOG4105D5S	1082	61	0.647904191617	0.684431137725	1.05336832896
ENOG4105BZM	1081	2	0.647305389222	0.648502994012	1.00184672207
ENOG4105D0I	1081	9	0.647305389222	0.652694610778	1.00825688073
ENOG4105E06	1081	193	0.647305389222	0.762874251497	1.16405023548
ENOG4108YXY	1081	131	0.647305389222	0.725748502994	1.13531353135
ENOG4105ECY	1080	79	0.646706586826	0.694011976048	1.07420189819
ENOG4105C0V	1079	14	0.646107784431	0.654491017964	1.01463860933
ENOG4105DDZ	1078	11	0.645508982036	0.652095808383	1.0101010101
ENOG4108YXW	1077	23	0.644910179641	0.658682634731	1.02363636364
ENOG4108ZDX	1076	1	0.644311377246	0.644910179641	1.00092850511
ENOG4105C6H	1074	231	0.643113772455	0.781437125749	1.21915708812
ENOG4105DBW	1074	12	0.643113772455	0.650299401198	1.01104972376
ENOG4105E21	1073	2	0.64251497006	0.64371257485	1.00279069767
ENOG4105CWR	1073	479	0.64251497006	0.929341317365	1.31572164948
ENOG4105D6E	1067	79	0.638922155689	0.68622754491	1.07591623037
ENOG4105DR1	1067	4	0.638922155689	0.641317365269	1.00373482726
ENOG4105CMR	1065	294	0.637724550898	0.81377245509	1.26710816777
ENOG4105C6P	1060	212	0.634730538922	0.761676646707	1.20125786164
ENOG4105DWF	1059	129	0.634131736527	0.711377245509	1.11447811448
ENOG4105K8N	1058	3	0.633532934132	0.635329341317	1.01602262017
ENOG4105KE9	1058	105	0.633532934132	0.696407185629	1.10662080825
ENOG4105CD3	1056	214	0.632335329341	0.760479041916	1.17874015748
ENOG4105DG1	1055	319	0.631736526946	0.822754491018	1.38937409025
ENOG4105EUJ	1055	157	0.631736526946	0.725748502994	1.14933993399
ENOG4105C9B	1054	226	0.631137724551	0.766467065868	1.2
ENOG4105CFZ	1053	6	0.630538922156	0.634131736527	1.00661000944
ENOG4108UTW	1053	108	0.630538922156	0.695209580838	1.10163652024
ENOG4105C5U	1053	562	0.630538922156	0.967065868263	1.4613003096
ENOG4105C0N	1052	10	0.62994011976	0.635928143713	1.01129943503
ENOG4105BZY	1050	306	0.62874251497	0.811976047904	1.27654867257
ENOG4105C0G	1047	104	0.626946107784	0.689221556886	1.09122502172
ENOG4105CUT	1045	13	0.625748502994	0.633532934132	1.01323251418
ENOG4105CBM	1041	4	0.623353293413	0.625748502994	1.0038277512
ENOG4105D7W	1038	150	0.621556886228	0.711377245509	1.15824915825
ENOG4105CQ3	1036	169	0.620359281437	0.721556886228	1.16182572614
ENOG4105CJX	1033	4	0.618562874251	0.620958083832	1.00482160077
ENOG4105C13	1032	247	0.617964071856	0.765868263473	1.23299452697
ENOG4108RWN	1027	59	0.61497005988	0.650299401198	1.05524861878
ENOG4105CBF	1027	32	0.61497005988	0.634131736527	1.04249291785
ENOG4105C7E	1026	18	0.614371257485	0.625149700599	1.01915708812
ENOG4105DDQ	1020	229	0.610778443114	0.747904191617	1.18574859888
ENOG4105EVN	1020	9	0.610778443114	0.616167664671	1.00874635569
ENOG4105C75	1019	47	0.610179640719	0.638323353293	1.04596622889
ENOG4105CA8	1019	12	0.610179640719	0.617365269461	1.01357904947
ENOG4105C17	1015	635	0.607784431138	0.988023952096	1.59696969697
ENOG4105QF0	1015	6	0.607784431138	0.611377245509	1.00587659158
ENOG4105ED0	1013	0	0.606586826347	0.606586826347	1.0
ENOG4105F4C	1012	5	0.605988023952	0.608982035928	1.00491642085
ENOG4108UMW	1011	39	0.605389221557	0.62874251497	1.04095238095
ENOG4105CZ1	1009	1	0.604191616766	0.604790419162	1.00099009901
ENOG4108IUZ	1007	1	0.602994011976	0.603592814371	1.00099206349
ENOG4105D28	1006	5	0.602395209581	0.605389221557	1.0059347181
ENOG4105MQS	1006	38	0.602395209581	0.625149700599	1.04310344828
ENOG4105CH8	1004	90	0.60119760479	0.655089820359	1.08957952468
ENOG4105C9Q	1003	39	0.600598802395	0.623952095808	1.03934740883
ENOG4105C4Q	1003	90	0.600598802395	0.654491017964	1.08600182983
ENOG4105DSJ	1000	3	0.59880239521	0.600598802395	1.00299102692
ENOG4106EG9	1000	2	0.59880239521	0.6	1.00199600798
ENOG4105D43	997	64	0.597005988024	0.635329341317	1.08105560792
ENOG4105CMV	994	91	0.595209580838	0.649700598802	1.09585253456
ENOG4105CE5	994	41	0.595209580838	0.619760479042	1.04057971014
ENOG4107QIH	993	3	0.594610778443	0.596407185629	1.00301204819
ENOG4107EES	992	27	0.594011976048	0.610179640719	1.0314033366
ENOG4105CUU	991	74	0.593413173653	0.637724550898	1.07323943662
ENOG4105C48	991	61	0.593413173653	0.62994011976	1.05988593156
ENOG4105KME	990	150	0.592814371257	0.682634730539	1.17456140351
ENOG4105E2X	989	59	0.592215568862	0.62754491018	1.07538167939
ENOG4108BDP	989	8	0.592215568862	0.597005988024	1.00802407222
ENOG4105DS7	983	78	0.588622754491	0.635329341317	1.08482563619
ENOG4105CGK	982	278	0.588023952096	0.754491017964	1.24920634921
ENOG4105CAS	981	15	0.587425149701	0.596407185629	1.01706827309
ENOG4105CY8	980	22	0.586826347305	0.6	1.02195608782
ENOG4105KW6	980	21	0.586826347305	0.599401197605	1.02097902098
ENOG4105C3B	979	50	0.58622754491	0.616167664671	1.05539358601
ENOG4105K63	979	583	0.58622754491	0.935329341317	1.43597951344
ENOG4105SYT	977	27	0.58502994012	0.60119760479	1.02788844622
ENOG4105CM1	973	130	0.582634730539	0.660479041916	1.13417951043
ENOG4105BZT	966	328	0.578443113772	0.774850299401	1.30216383308
ENOG4105KTH	966	2	0.578443113772	0.579640718563	1.0020661157
ENOG4105C5F	966	366	0.578443113772	0.797604790419	1.32282282282
ENOG4105CER	964	299	0.577245508982	0.75628742515	1.26761678543
ENOG4105E2Z	964	134	0.577245508982	0.65748502994	1.13570127505
ENOG4105DX0	960	3	0.574850299401	0.576646706587	1.0031152648
ENOG4105C3P	957	387	0.573053892216	0.804790419162	1.45610119048
